id,user_id,course_id,enrollment_status
1,1,15,active
2,92,15,active
3,116,15,active
4,161,15,active
5,205,15,active
6,222,15,active
7,201,15,active
8,78,15,active
9,5,15,active
10,23,15,active
11,99,15,active
12,210,15,active
13,249,15,active
14,280,15,active
15,1,206,active
16,186,206,active
17,187,206,active
18,268,206,active
19,190,206,active
20,68,206,active
21,85,206,active
22,114,206,active
23,105,206,active
24,33,206,active
25,66,206,active
26,175,206,active
27,272,206,active
28,131,206,active
29,1,53,active
30,32,53,active
31,72,53,active
32,91,53,active
33,134,53,active
34,156,53,active
35,161,53,active
36,252,53,active
37,253,53,active
38,140,53,active
39,199,53,active
40,158,53,active
41,198,53,active
42,205,53,active
43,1,25,active
44,66,25,active
45,70,25,active
46,78,25,active
47,107,25,active
48,144,25,active
49,148,25,active
50,153,25,active
51,154,25,active
52,179,25,active
53,207,25,active
54,241,25,active
55,133,25,active
56,62,25,active
57,1,151,active
58,27,151,active
59,75,151,active
60,88,151,active
61,100,151,active
62,167,151,active
63,189,151,active
64,221,151,active
65,246,151,active
66,240,151,active
67,70,151,active
68,174,151,active
69,230,151,active
70,142,151,active
71,1,99,active
72,25,99,active
73,32,99,active
74,89,99,active
75,101,99,active
76,130,99,active
77,177,99,active
78,180,99,active
79,256,99,active
80,269,99,active
81,254,99,active
82,103,99,active
83,182,99,active
84,263,99,active
85,4,177,active
86,93,177,active
87,96,177,active
88,120,177,active
89,249,177,active
90,69,177,active
91,274,177,active
92,213,177,active
93,217,177,active
94,33,177,active
95,84,177,active
96,215,177,active
97,256,177,active
98,88,177,active
99,4,159,active
100,27,159,active
101,64,159,active
102,65,159,active
103,67,159,active
104,104,159,active
105,119,159,active
106,120,159,active
107,122,159,active
108,123,159,active
109,139,159,active
110,143,159,active
111,198,159,active
112,216,159,active
113,240,159,active
114,253,159,active
115,4,71,active
116,6,71,active
117,108,71,active
118,110,71,active
119,149,71,active
120,157,71,active
121,161,71,active
122,182,71,active
123,163,71,active
124,10,71,active
125,250,71,active
126,258,71,active
127,228,71,active
128,177,71,active
129,4,162,active
130,18,162,active
131,216,162,active
132,218,162,active
133,220,162,active
134,239,162,active
135,250,162,active
136,268,162,active
137,235,162,active
138,97,162,active
139,238,162,active
140,71,162,active
141,6,162,active
142,147,162,active
143,5,235,active
144,14,235,active
145,26,235,active
146,28,235,active
147,111,235,active
148,146,235,active
149,156,235,active
150,165,235,active
151,237,235,active
152,258,235,active
153,133,235,active
154,27,235,active
155,185,235,active
156,152,235,active
157,5,152,active
158,66,152,active
159,149,152,active
160,167,152,active
161,221,152,active
162,199,152,active
163,131,152,active
164,206,152,active
165,94,152,active
166,62,152,active
167,119,152,active
168,243,152,active
169,73,152,active
170,241,152,active
171,5,244,active
172,21,244,active
173,195,244,active
174,279,244,active
175,233,244,active
176,120,244,active
177,249,244,active
178,69,244,active
179,277,244,active
180,67,244,active
181,146,244,active
182,198,244,active
183,280,244,active
184,137,244,active
185,5,20,active
186,165,20,active
187,193,20,active
188,214,20,active
189,217,20,active
190,251,20,active
191,280,20,active
192,158,20,active
193,121,20,active
194,126,20,active
195,10,20,active
196,197,20,active
197,69,20,active
198,73,20,active
199,5,28,active
200,14,28,active
201,31,28,active
202,108,28,active
203,137,28,active
204,154,28,active
205,171,28,active
206,184,28,active
207,201,28,active
208,208,28,active
209,220,28,active
210,246,28,active
211,215,28,active
212,76,28,active
213,6,175,active
214,16,175,active
215,123,175,active
216,165,175,active
217,182,175,active
218,197,175,active
219,213,175,active
220,262,175,active
221,265,175,active
222,271,175,active
223,173,175,active
224,118,175,active
225,157,175,active
226,196,175,active
227,6,5,active
228,68,5,active
229,189,5,active
230,195,5,active
231,200,5,active
232,205,5,active
233,217,5,active
234,228,5,active
235,245,5,active
236,248,5,active
237,255,5,active
238,275,5,active
239,93,5,active
240,16,5,active
241,6,144,active
242,63,144,active
243,101,144,active
244,138,144,active
245,143,144,active
246,152,144,active
247,221,144,active
248,238,144,active
249,250,144,active
250,81,144,active
251,161,144,active
252,110,144,active
253,164,144,active
254,118,144,active
255,10,93,active
256,78,93,active
257,100,93,active
258,167,93,active
259,176,93,active
260,211,93,active
261,271,93,active
262,257,93,active
263,71,93,active
264,123,93,active
265,179,93,active
266,267,93,active
267,5,93,active
268,27,93,active
269,10,229,active
270,92,229,active
271,99,229,active
272,112,229,active
273,171,229,active
274,182,229,active
275,168,229,active
276,247,229,active
277,188,229,active
278,76,229,active
279,271,229,active
280,262,229,active
281,24,229,active
282,253,229,active
283,10,161,active
284,74,161,active
285,112,161,active
286,138,161,active
287,224,161,active
288,255,161,active
289,264,161,active
290,177,161,active
291,209,161,active
292,194,161,active
293,225,161,active
294,153,161,active
295,191,161,active
296,168,161,active
297,10,240,active
298,14,240,active
299,191,240,active
300,206,240,active
301,257,240,active
302,281,240,active
303,224,240,active
304,22,240,active
305,168,240,active
306,236,240,active
307,108,240,active
308,152,240,active
309,31,240,active
310,90,240,active
311,10,48,active
312,68,48,active
313,84,48,active
314,87,48,active
315,102,48,active
316,129,48,active
317,175,48,active
318,186,48,active
319,215,48,active
320,226,48,active
321,228,48,active
322,273,48,active
323,21,48,active
324,78,48,active
325,12,131,active
326,18,131,active
327,79,131,active
328,115,131,active
329,131,131,active
330,155,131,active
331,172,131,active
332,188,131,active
333,215,131,active
334,243,131,active
335,258,131,active
336,4,131,active
337,192,131,active
338,132,131,active
339,12,238,active
340,73,238,active
341,132,238,active
342,174,238,active
343,189,238,active
344,192,238,active
345,229,238,active
346,230,238,active
347,234,238,active
348,279,238,active
349,236,238,active
350,171,238,active
351,104,238,active
352,136,238,active
353,12,46,active
354,29,46,active
355,88,46,active
356,98,46,active
357,106,46,active
358,123,46,active
359,142,46,active
360,208,46,active
361,232,46,active
362,268,46,active
363,272,46,active
364,276,46,active
365,21,46,active
366,277,46,active
367,12,164,active
368,86,164,active
369,105,164,active
370,120,164,active
371,153,164,active
372,170,164,active
373,177,164,active
374,124,164,active
375,104,164,active
376,27,164,active
377,5,164,active
378,230,164,active
379,192,164,active
380,232,164,active
381,12,191,active
382,72,191,active
383,74,191,active
384,113,191,active
385,132,191,active
386,142,191,active
387,191,191,active
388,197,191,active
389,227,191,active
390,228,191,active
391,251,191,active
392,66,191,active
393,168,191,active
394,22,191,active
395,12,8,active
396,69,8,active
397,77,8,active
398,96,8,active
399,139,8,active
400,162,8,active
401,229,8,active
402,259,8,active
403,124,8,active
404,199,8,active
405,150,8,active
406,271,8,active
407,107,8,active
408,102,8,active
409,14,137,active
410,21,137,active
411,32,137,active
412,129,137,active
413,131,137,active
414,155,137,active
415,159,137,active
416,125,137,active
417,196,137,active
418,228,137,active
419,257,137,active
420,28,137,active
421,176,137,active
422,177,137,active
423,14,7,active
424,16,7,active
425,22,7,active
426,68,7,active
427,105,7,active
428,109,7,active
429,113,7,active
430,155,7,active
431,176,7,active
432,178,7,active
433,193,7,active
434,223,7,active
435,254,7,active
436,10,7,active
437,14,9,active
438,23,9,active
439,92,9,active
440,100,9,active
441,105,9,active
442,149,9,active
443,201,9,active
444,261,9,active
445,280,9,active
446,176,9,active
447,275,9,active
448,122,9,active
449,121,9,active
450,166,9,active
451,16,125,active
452,90,125,active
453,93,125,active
454,95,125,active
455,120,125,active
456,160,125,active
457,163,125,active
458,231,125,active
459,240,125,active
460,116,125,active
461,225,125,active
462,156,125,active
463,248,125,active
464,30,125,active
465,16,169,active
466,78,169,active
467,89,169,active
468,232,169,active
469,281,169,active
470,233,169,active
471,27,169,active
472,246,169,active
473,66,169,active
474,5,169,active
475,105,169,active
476,225,169,active
477,274,169,active
478,262,169,active
479,16,102,active
480,29,102,active
481,65,102,active
482,69,102,active
483,86,102,active
484,116,102,active
485,146,102,active
486,197,102,active
487,216,102,active
488,223,102,active
489,243,102,active
490,253,102,active
491,260,102,active
492,281,102,active
493,16,36,active
494,28,36,active
495,76,36,active
496,117,36,active
497,185,36,active
498,276,36,active
499,12,36,active
500,87,36,active
501,69,36,active
502,64,36,active
503,261,36,active
504,97,36,active
505,26,36,active
506,197,36,active
507,18,134,active
508,90,134,active
509,106,134,active
510,189,134,active
511,205,134,active
512,225,134,active
513,269,134,active
514,213,134,active
515,169,134,active
516,229,134,active
517,136,134,active
518,256,134,active
519,29,134,active
520,130,134,active
521,18,40,active
522,82,40,active
523,114,40,active
524,139,40,active
525,210,40,active
526,233,40,active
527,278,40,active
528,281,40,active
529,5,40,active
530,273,40,active
531,272,40,active
532,78,40,active
533,62,40,active
534,32,40,active
535,18,208,active
536,67,208,active
537,109,208,active
538,118,208,active
539,130,208,active
540,151,208,active
541,185,208,active
542,209,208,active
543,222,208,active
544,256,208,active
545,221,208,active
546,105,208,active
547,253,208,active
548,156,208,active
549,18,192,active
550,106,192,active
551,130,192,active
552,131,192,active
553,174,192,active
554,205,192,active
555,230,192,active
556,64,192,active
557,209,192,active
558,212,192,active
559,12,192,active
560,84,192,active
561,86,192,active
562,74,192,active
563,20,12,active
564,30,12,active
565,121,12,active
566,134,12,active
567,139,12,active
568,145,12,active
569,173,12,active
570,185,12,active
571,235,12,active
572,155,12,active
573,174,12,active
574,111,12,active
575,238,12,active
576,127,12,active
577,20,120,active
578,87,120,active
579,112,120,active
580,140,120,active
581,147,120,active
582,205,120,active
583,212,120,active
584,247,120,active
585,248,120,active
586,252,120,active
587,271,120,active
588,269,120,active
589,272,120,active
590,159,120,active
591,20,234,active
592,24,234,active
593,32,234,active
594,72,234,active
595,164,234,active
596,196,234,active
597,247,234,active
598,276,234,active
599,151,234,active
600,124,234,active
601,244,234,active
602,273,234,active
603,201,234,active
604,198,234,active
605,20,39,active
606,95,39,active
607,96,39,active
608,97,39,active
609,101,39,active
610,135,39,active
611,162,39,active
612,180,39,active
613,196,39,active
614,159,39,active
615,248,39,active
616,82,39,active
617,74,39,active
618,149,39,active
619,20,49,active
620,70,49,active
621,116,49,active
622,122,49,active
623,126,49,active
624,145,49,active
625,227,49,active
626,263,49,active
627,233,49,active
628,134,49,active
629,129,49,active
630,26,49,active
631,114,49,active
632,160,49,active
633,20,225,active
634,25,225,active
635,27,225,active
636,69,225,active
637,91,225,active
638,95,225,active
639,124,225,active
640,151,225,active
641,160,225,active
642,195,225,active
643,196,225,active
644,221,225,active
645,132,225,active
646,101,225,active
647,21,172,active
648,73,172,active
649,102,172,active
650,105,172,active
651,112,172,active
652,148,172,active
653,157,172,active
654,160,172,active
655,180,172,active
656,228,172,active
657,260,172,active
658,272,172,active
659,281,172,active
660,267,172,active
661,21,3,active
662,32,3,active
663,67,3,active
664,98,3,active
665,107,3,active
666,252,3,active
667,271,3,active
668,151,3,active
669,82,3,active
670,146,3,active
671,174,3,active
672,239,3,active
673,241,3,active
674,232,3,active
675,21,24,active
676,115,24,active
677,140,24,active
678,149,24,active
679,158,24,active
680,164,24,active
681,174,24,active
682,219,24,active
683,235,24,active
684,240,24,active
685,167,24,active
686,214,24,active
687,242,24,active
688,26,24,active
689,21,51,active
690,78,51,active
691,87,51,active
692,97,51,active
693,110,51,active
694,115,51,active
695,127,51,active
696,139,51,active
697,141,51,active
698,148,51,active
699,149,51,active
700,180,51,active
701,208,51,active
702,218,51,active
703,235,51,active
704,259,51,active
705,21,23,active
706,134,23,active
707,143,23,active
708,162,23,active
709,171,23,active
710,259,23,active
711,242,23,active
712,119,23,active
713,112,23,active
714,81,23,active
715,234,23,active
716,166,23,active
717,176,23,active
718,193,23,active
719,22,33,active
720,90,33,active
721,122,33,active
722,163,33,active
723,196,33,active
724,234,33,active
725,280,33,active
726,226,33,active
727,260,33,active
728,74,33,active
729,214,33,active
730,81,33,active
731,94,33,active
732,92,33,active
733,22,44,active
734,102,44,active
735,121,44,active
736,175,44,active
737,181,44,active
738,277,44,active
739,88,44,active
740,179,44,active
741,221,44,active
742,178,44,active
743,238,44,active
744,210,44,active
745,197,44,active
746,97,44,active
747,22,68,active
748,28,68,active
749,31,68,active
750,67,68,active
751,79,68,active
752,87,68,active
753,99,68,active
754,111,68,active
755,147,68,active
756,151,68,active
757,258,68,active
758,259,68,active
759,261,68,active
760,108,68,active
761,22,228,active
762,77,228,active
763,133,228,active
764,163,228,active
765,165,228,active
766,260,228,active
767,25,228,active
768,97,228,active
769,272,228,active
770,162,228,active
771,107,228,active
772,10,228,active
773,123,228,active
774,106,228,active
775,23,183,active
776,83,183,active
777,91,183,active
778,94,183,active
779,102,183,active
780,190,183,active
781,253,183,active
782,137,183,active
783,239,183,active
784,187,183,active
785,159,183,active
786,269,183,active
787,81,183,active
788,185,183,active
789,23,30,active
790,120,30,active
791,124,30,active
792,129,30,active
793,167,30,active
794,237,30,active
795,281,30,active
796,92,30,active
797,10,30,active
798,63,30,active
